attack_id,name,tier,group,selection_reasons,guard_disabled,dodge_bypass,airborne_avoidance,parry_disabled,bullet_ids,behavior_ids,animation_associations,npc_row_count,map_npc_model_count,vanilla_flag_changes,priority_band
4350316,[Castle Knight] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,1,4350316,243500316;243500315,,101,57,{},
4350317,[Castle Knight] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,1,4350317,243500317;243500316;243500315,,101,57,{},
4350318,[Castle Knight] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,1,4350318,243500318;243500317;243500316;243500315,,101,57,{},
4350570,[Castle Knight] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,1,0,1,4350570,243500570,,101,57,{},
4350571,[Castle Knight] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,1,4350571,243500571;243500570,,101,57,{},
4350572,[Castle Knight] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,1,4350572,243500572;243500571;243500570,,101,57,{},
4350573,[Castle Knight] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,1,4350573,243500573;243500572;243500571;243500570,,101,57,{},
4350680,[Castle Knight] Bullet - Rain of Arrows,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,1,4350680,243500680,,101,57,{},
4350682,[Castle Knight] Bullet - Rain of Arrows,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,1,4350682,243500682;243500681;243500680,,101,57,{},
4350683,[Castle Knight] Bullet - Rain of Arrows,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,1,4350683,243500683;243500682;243500681;243500680,,101,57,{},
4350685,[Castle Knight] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,1,4350685,243500685,,101,57,{},
4350811,[Castle Knight] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,1,4350811,243500811;243500810,,101,57,{},
4350820,[Castle Knight] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,1,4350820,243500820,,101,57,{},
4350821,[Castle Knight] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,1,4350821,243500821,,101,57,{},
4350822,[Castle Knight] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,1,4350822,243500822,,101,57,{},
4350824,[Castle Knight] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,1,4350824,243500824;243500823;243500820;243500821;243500822,,101,57,{},
4370110,[Castle Foot Soldier] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,1,4370110;4370111,243700110,,208,166,{},
4370130,[Castle Foot Soldier] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,1,4370130;4370131,243700130,,208,166,{},
4370131,[Castle Foot Soldier] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,1,4370133;4370134;4370135;4370136;4370137,243700130;256500130,,260,198,{},
4370140,[Castle Foot Soldier] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,1,4370140;4370141,243700140,,208,166,{},
4370260,[Castle Foot Soldier] Bullet - Holy Suicide,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,1,4370260,243700260,,208,166,{},
4370290,[Castle Foot Soldier] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,1,4370291;4370292,243700290,,208,166,{},
4370370,[Castle Foot Soldier] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,1,4370370;4370371;4370372,243700370,,208,166,{},
4370371,[Castle Foot Soldier] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,1,4370373,243700370,,208,166,{},
4370900,[Castle Foot Soldier] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,1,0,1,4370900,243700900,,208,166,{},
4380162,[Starcaller] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,1,4380162,243800162;243800161;243800160,c4380:1003007@3.333;c4380:1003007@3.933;c4380:1003007@4.667;c4380:2003012@0.633;c4380:3003012@1.333;c4380:3006@3.067;c4380:4003011@0.800;c4380:4003011@0.933;c4380:4003011@1.067;c4380:4003011@1.200;c4380:4003011@1.333;c4380:4003011@1.467;c4380:4003011@1.733;c4380:4003011@1.867;c4380:4003011@2.000;c4380:4003011@2.133;c4380:4003011@2.267;c4380:4003011@2.533;c4380:4003011@2.667;c4380:4003011@2.800;c4380:4003011@2.933;c4380:4003011@3.067;c4380:4003011@3.200;c4380:4003011@3.300,7,6,{},
4380170,[Starcaller] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,1,4380170,243800170,c4380:1003009@1.233;c4380:2003020@1.133;c4380:3003030@2.133;c4380:3007@1.567,7,6,{},
4380172,[Starcaller] Bullet,C,Starcaller floor eruptions,airborne-avoidance;small-floor-probe;small-short-enemy-bullet,0,0,1,1,4380172,243800172;243800171;243800170,c4380:1003009@1.233;c4380:2003020@1.133;c4380:3003030@2.133;c4380:3007@1.567,7,6,{},
4380180,[Starcaller] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,1,4380180,243800180,c4380:1003010@2.333;c4380:2003021@1.100;c4380:3003031@3.600;c4380:3007@1.567,7,6,{},
4380182,[Starcaller] Bullet,C,Starcaller floor eruptions,airborne-avoidance;small-floor-probe;small-short-enemy-bullet,0,0,1,1,4380182,243800182;243800181;243800180,c4380:1003010@2.333;c4380:1003010@3.100;c4380:1003010@4.300;c4380:2003021@1.100;c4380:3003031@3.600;c4380:3007@1.567,7,6,{},
4380192,[Starcaller] Bullet,C,Starcaller floor eruptions,airborne-avoidance;small-floor-probe;small-short-enemy-bullet,0,0,1,1,4380192,243800192;243800191;243800190,c4380:1003011@1.300;c4380:2003022@0.500;c4380:2003022@1.733;c4380:3007@1.567,7,6,{},
4380252,[Starcaller] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,1,4380252,243800252,c4380:3015@1.767,7,6,{},
4380253,[Starcaller] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,1,4380253,243800253,c4380:3015@4.300,7,6,{},
4380261,[Starcaller] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,1,4380261,243800261,c4380:2003032@2.000;c4380:3016@2.067,7,6,{},
4380281,[Starcaller] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,1,4380281,243800281,c4380:3018@1.567,7,6,{},
4381192,[Guilty] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,1,4381192,243810192;243810191;243810190,,13,13,{},
4381194,[Guilty] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,1,4381194,243810194;243810193;243810190,,13,13,{},
4381195,[Guilty] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,1,4381195,243810195;243810194;243810193;243810190,,13,13,{},
4382251,[Stonedigger] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,1,4382251,243820251;243820250;243820270;243820271,,49,28,{},
4383141,[Glintstone Digger 1] Bullet,U,Unapproved screening result,airborne-avoidance;small-short-enemy-bullet,0,0,1,1,4383141,243830141,,9,7,{},
4383151,[Glintstone Digger 1] Bullet,U,Unapproved screening result,airborne-avoidance;small-short-enemy-bullet,0,0,1,1,4383151,243830151,,9,7,{},
4384141,[Glintstone Digger 2] Bullet,U,Unapproved screening result,airborne-avoidance;small-short-enemy-bullet,0,0,1,1,4384141,243840141,,3,3,{},
4384151,[Glintstone Digger 2] Bullet,U,Unapproved screening result,airborne-avoidance;small-short-enemy-bullet,0,0,1,1,4384151,243840151,,3,3,{},
4384162,[Glintstone Digger 2] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,1,4384162,243840162,,3,3,{},
4385340,[Disciple of Rot] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,1,4385340,243850340,,24,25,{},
4385342,[Disciple of Rot] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,1,4385342,243850342;243850341;243850340,,24,25,{},
4385343,[Disciple of Rot] Bullet,U,Unapproved screening result,airborne-avoidance,0,0,1,1,4385343,243850343;243850342;243850341;243850340,,24,25,{},
4385350,[Disciple of Rot] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,1,4385350,243850350,,24,25,{},
4385352,[Disciple of Rot] Bullet,U,Unapproved screening result,airborne-avoidance;small-floor-probe;small-short-enemy-bullet,0,0,1,1,4385352,243850352;243850351;243850350,,24,25,{},
4385353,[Disciple of Rot] Bullet,U,Unapproved screening result,airborne-avoidance,0,0,1,1,4385353,243850353;243850352;243850351;243850350,,24,25,{},
4385360,[Disciple of Rot] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,1,4385360,243850360,,24,25,{},
4385362,[Disciple of Rot] Bullet,U,Unapproved screening result,airborne-avoidance;small-floor-probe;small-short-enemy-bullet,0,0,1,1,4385362,243850362;243850361;243850360,,24,25,{},
4385363,[Disciple of Rot] Bullet,U,Unapproved screening result,airborne-avoidance,0,0,1,1,4385363,243850363;243850362;243850361;243850360,,24,25,{},
4385370,[Disciple of Rot] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,1,4385370,243850370,,24,25,{},
4385372,[Disciple of Rot] Bullet,U,Unapproved screening result,airborne-avoidance;small-floor-probe;small-short-enemy-bullet,0,0,1,1,4385372,243850372;243850371;243850370,,24,25,{},
4385373,[Disciple of Rot] Bullet,U,Unapproved screening result,airborne-avoidance,0,0,1,1,4385373,243850373;243850372;243850371;243850370,,24,25,{},
4440130,[Land Squirt] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,1,4440130,244400130,,9,17,{},
4440131,[Land Squirt] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,1,4440131,244400131,,9,17,{},
4450200,[Walking Mausoleum] Bullet,C,Walking Mausoleum footsteps,airborne-avoidance,0,0,1,1,4450200,244500300,,8,7,{},
4450210,[Walking Mausoleum] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,1,4450212,244500310,c4450:1003005@3.833;c4450:1020011@0.233;c4450:1020011@0.267;c4450:1020011@0.300;c4450:1020011@0.333;c4450:1020011@1.667;c4450:1020011@2.467;c4450:1020011@2.500;c4450:1020011@2.533;c4450:1020011@2.567;c4450:1020011@4.000;c4450:1020011@4.833;c4450:1020011@4.867;c4450:1020011@4.900;c4450:1020011@4.933;c4450:1020011@6.333;c4450:20011@0.233;c4450:20011@0.267;c4450:20011@0.300;c4450:20011@0.333;c4450:20011@1.667;c4450:20011@2.467;c4450:20011@2.500;c4450:20011@2.533;c4450:20011@2.567;c4450:20011@4.000;c4450:20011@4.833;c4450:20011@4.867;c4450:20011@4.900;c4450:20011@4.933;c4450:20011@6.333;c4450:3005@3.833,8,7,{},
4450220,[Walking Mausoleum] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,1,4450222,244500320,c4450:1003005@4.000;c4450:1020011@0.067;c4450:1020011@0.100;c4450:1020011@0.133;c4450:1020011@0.167;c4450:1020011@1.667;c4450:1020011@2.300;c4450:1020011@2.333;c4450:1020011@2.367;c4450:1020011@2.400;c4450:1020011@4.000;c4450:1020011@4.667;c4450:1020011@4.700;c4450:1020011@4.733;c4450:1020011@4.767;c4450:1020011@6.333;c4450:20011@0.067;c4450:20011@0.100;c4450:20011@0.133;c4450:20011@0.167;c4450:20011@1.667;c4450:20011@2.300;c4450:20011@2.333;c4450:20011@2.367;c4450:20011@2.400;c4450:20011@4.000;c4450:20011@4.667;c4450:20011@4.700;c4450:20011@4.733;c4450:20011@4.767;c4450:20011@6.333;c4450:3005@4.000,8,7,{},
4450230,[Walking Mausoleum] Bullet,C,Walking Mausoleum footsteps,airborne-avoidance,0,0,1,1,4450230,244500330,,8,7,{},
4450240,[Walking Mausoleum] Bullet,U,Unapproved screening result,airborne-avoidance,0,0,1,1,4450244,244500340,,8,7,{},
4450250,[Walking Mausoleum] Bullet,C,Walking Mausoleum footsteps,airborne-avoidance,0,0,1,1,4450250,244500350,c4450:1003005@6.533;c4450:3005@6.533,8,7,{},
4450300,[Walking Mausoleum],U,Unapproved screening result,airborne-avoidance,0,0,1,1,,244500400,c4450:1003000@1.800;c4450:1003000@5.833;c4450:1003001@3.600;c4450:1003001@8.733;c4450:1003006@1.800;c4450:1003006@5.833;c4450:1003031@2.467;c4450:1005000@14.233;c4450:1005000@2.533;c4450:1005001@16.833;c4450:1005001@5.133;c4450:1005004@2.567;c4450:1005005@5.167;c4450:3000@1.767;c4450:3000@5.767;c4450:3001@3.567;c4450:3001@8.667;c4450:3006@1.767;c4450:3006@5.767;c4450:3030@6.300;c4450:5000@14.167;c4450:5000@2.533;c4450:5001@16.900;c4450:5001@5.167;c4450:5004@2.567;c4450:5005@5.233,8,7,{},
4450310,[Walking Mausoleum],U,Unapproved screening result,airborne-avoidance,0,0,1,1,,244500410,c4450:1003000@12.267;c4450:1003000@8.700;c4450:1003002@3.633;c4450:1003002@9.300;c4450:1003006@12.267;c4450:1003006@8.700;c4450:1003030@6.300;c4450:1005000@16.833;c4450:1005000@5.200;c4450:1005001@14.233;c4450:1005001@2.600;c4450:1005004@5.233;c4450:1005005@2.567;c4450:3000@12.233;c4450:3000@8.767;c4450:3002@3.600;c4450:3002@8.667;c4450:3006@12.233;c4450:3006@8.767;c4450:3031@2.500;c4450:5000@16.933;c4450:5000@5.267;c4450:5001@14.233;c4450:5001@2.567;c4450:5004@5.300;c4450:5005@2.567,8,7,{},
4450320,[Walking Mausoleum],U,Unapproved screening result,airborne-avoidance,0,0,1,1,,244500420,c4450:1003000@4.300;c4450:1003000@8.033;c4450:1003003@3.667;c4450:1003003@8.700;c4450:1003006@4.300;c4450:1003006@8.033;c4450:1003031@6.300;c4450:1005000@10.600;c4450:1005000@22.300;c4450:1005001@19.533;c4450:1005001@7.833;c4450:1005004@10.600;c4450:1005005@7.867;c4450:3000@4.333;c4450:3000@7.967;c4450:3003@3.600;c4450:3003@8.667;c4450:3006@4.333;c4450:3006@7.967;c4450:3030@2.467;c4450:5000@10.567;c4450:5000@22.267;c4450:5001@19.533;c4450:5001@7.800;c4450:5004@10.633;c4450:5005@7.833,8,7,{},
4450330,[Walking Mausoleum],U,Unapproved screening result,airborne-avoidance,0,0,1,1,,244500430,c4450:1003000@10.567;c4450:1003000@6.700;c4450:1003004@3.633;c4450:1003004@8.700;c4450:1003006@10.567;c4450:1003006@6.700;c4450:1003030@2.467;c4450:1005000@19.500;c4450:1005000@7.867;c4450:1005001@10.500;c4450:1005001@22.233;c4450:1005004@7.900;c4450:1005005@10.567;c4450:3000@10.567;c4450:3000@6.633;c4450:3004@3.633;c4450:3004@8.667;c4450:3006@10.567;c4450:3006@6.633;c4450:3031@6.300;c4450:5000@19.567;c4450:5000@7.900;c4450:5001@10.567;c4450:5001@22.300;c4450:5004@7.900;c4450:5005@10.600,8,7,{},
4460011,[Flame Chariot] Bullet - Fire Ball,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,1,4460011,244600110,,30,15,{},
4480130,[Miranda Blossom] Bullet - Holy Seekers,D,Ally and holy-seeker false positives,small-short-enemy-bullet,0,0,0,0,4480134;4480135,244800130,c4480:3003@3.800,29,36,{},
4480500,[Miranda Blossom] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,0,4480500,244800500,c4480:1003002@2.867;c4480:3002@2.867,29,36,{},
4480510,[Miranda Blossom] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,0,4480510,244800510,c4480:1003002@2.867;c4480:3002@2.867,29,36,{},
4480520,[Miranda Blossom] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,0,4480520,244800520,c4480:1003002@2.867;c4480:3002@2.867,29,36,{},
4480530,[Miranda Blossom] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,0,4480530,244800530,c4480:1003002@2.867;c4480:3002@2.867,29,36,{},
4481400,[Miranda Sprout] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,0,4481400;4481401,244810400,,44,47,{},
4481410,[Miranda Sprout] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,0,4481410;4481411,244810410,,44,47,{},
4481420,[Miranda Sprout] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,0,4481420;4481421,244810420,,44,47,{},
4481430,[Miranda Sprout] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,0,4481430;4481431,244810430,,44,47,{},
4481500,[Miranda Sprout] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,0,4481500,244810500,,44,47,{},
4481510,[Miranda Sprout] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,0,4481510,244810510,,44,47,{},
4481520,[Miranda Sprout] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,0,4481520,244810520,,44,47,{},
4481530,[Miranda Sprout] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,0,4481530,244810530,,44,47,{},
4481600,[Miranda Sprout] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,0,4481600,244810600,,44,47,{},
4481610,[Miranda Sprout] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,0,4481610,244810610,,44,47,{},
4481620,[Miranda Sprout] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,0,4481620,244810620,,44,47,{},
4481630,[Miranda Sprout] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,0,4481630,244810630,,44,47,{},
4481705,[Miranda Sprout] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,0,4481705,244810705,,44,47,{},
4481900,[Miranda Sprout] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,0,4481900;4481901,244810900,,44,47,{},
4481910,[Miranda Sprout] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,0,4481910;4481911,244810910,,44,47,{},
4481920,[Miranda Sprout] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,0,4481920;4481921,244810920,,44,47,{},
4481930,[Miranda Sprout] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,0,4481930;4481931,244810930,,44,47,{},
4490171,[Greatjar] Bullet,U,Unapproved screening result,airborne-avoidance,0,0,1,1,4490171,244900171,c4490:3016@3.533,55,27,{},
4490181,[Greatjar] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,1,4490181,244900181,c4490:3017@3.433,55,27,{},
4490183,[Greatjar] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,1,4490183,244900183;244900182,c4490:3017@3.433,55,27,{},
4500140,[Dragon] Tail,U,Unapproved screening result,airborne-avoidance,0,0,1,1,,245000140,c4500:3004@2.467,12,7,{},
4500151,[Dragon] Bullet,U,Unapproved screening result,airborne-avoidance;small-short-enemy-bullet,0,0,1,1,4500151,245000151,c4500:3005@3.467,12,7,{},
4500161,[Dragon] Bullet,U,Unapproved screening result,airborne-avoidance;small-short-enemy-bullet,0,0,1,1,4500161,245000161,c4500:3006@3.433,12,7,{},
4500200,[Dragon] Stomp,U,Unapproved screening result,name,0,0,0,1,,245000200,c4500:3010@1.667,12,7,{},
4500201,[Dragon] Bullet,C,Dragon foot bursts,airborne-avoidance,0,0,1,1,4500201,245000201,c4500:3010@1.800,12,7,{},
4500210,[Dragon] Stomp,U,Unapproved screening result,name,0,0,0,1,,245000210,c4500:3011@1.700,12,7,{},
4500211,[Dragon] Bullet,C,Dragon foot bursts,airborne-avoidance,0,0,1,1,4500211,245000211,c4500:3011@1.800,12,7,{},
4500220,[Dragon] Flying Stomp,U,Unapproved screening result,name,0,0,0,1,,245000220,c4500:3012@5.033;c4500:3037@5.033,12,7,{},
4500221,[Dragon] Flying Stomp,U,Unapproved screening result,name,0,0,0,1,,245000221,c4500:3012@5.100;c4500:3037@5.100,12,7,{},
4500223,[Dragon] Bullet,U,Unapproved screening result,airborne-avoidance,0,0,1,1,4500223,245000223,c4500:3012@5.133;c4500:3037@5.133,12,7,{},
4500224,[Dragon] Bullet,U,Unapproved screening result,airborne-avoidance,0,0,1,1,4500224,245000224,c4500:3012@5.200;c4500:3037@5.200,12,7,{},
4500231,[Dragon] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,1,4500231,245000231;245000230,c4500:3016@3.600,12,7,{},
4500241,[Dragon] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,1,4500241,245000241;245000240,c4500:3016@3.667,12,7,{},
4500250,[Dragon] Tail,U,Unapproved screening result,airborne-avoidance,0,0,1,1,,245000250,c4500:3017@1.933,12,7,{},
4500270,[Dragon] Stomp,U,Unapproved screening result,name,0,0,0,1,,245000270,c4500:3030@2.233,12,7,{},
4500271,[Dragon] Bullet,C,Dragon foot bursts,airborne-avoidance,0,0,1,1,4500271,245000271,c4500:3030@2.333,12,7,{},
4500280,[Dragon] Stomp,U,Unapproved screening result,name,0,0,0,1,,245000280,c4500:3031@2.267,12,7,{},
4500281,[Dragon] Bullet,C,Dragon foot bursts,airborne-avoidance,0,0,1,1,4500281,245000281,c4500:3031@2.367,12,7,{},
4500291,[Dragon] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,1,4500291,245000291;245000290,c4500:3032@3.200,12,7,{},
4500301,[Dragon] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,1,4500301,245000301;245000300,c4500:3032@3.333,12,7,{},
4500310,[Dragon] Forward Stomp,U,Unapproved screening result,name,0,0,0,1,,245000310,c4500:3033@2.167,12,7,{},
4500311,[Dragon] Bullet,U,Unapproved screening result,airborne-avoidance,0,0,1,1,4500311,245000311,c4500:3033@2.267,12,7,{},
4500331,[Dragon] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,1,4500331,245000331;245000330,c4500:3035@3.667;c4500:3035@4.300;c4500:3035@4.700;c4500:3035@5.100;c4500:3035@5.467,12,7,{},
4500341,[Dragon] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,1,4500341,245000341;245000340,c4500:3035@3.733;c4500:3035@4.100;c4500:3035@4.500;c4500:3035@4.900;c4500:3035@5.300;c4500:3035@5.733,12,7,{},
4500911,[Dragon] Bullet,U,Unapproved screening result,airborne-avoidance,0,0,1,1,4500911,245000911,c4500:1701@4.500;c4500:1701@4.533;c4500:1701@5.167;c4500:1701@5.200;c4500:1701@5.300;c4500:1701@5.533;c4500:1701@5.933;c4500:1701@6.133;c4500:1701@6.367;c4500:1701@6.667;c4500:20005@4.500;c4500:20005@4.533;c4500:20005@5.167;c4500:20005@5.200;c4500:20005@5.300;c4500:20005@5.533;c4500:20005@5.933;c4500:20005@6.133;c4500:20005@6.367;c4500:20005@6.667,12,7,{},
4501140,[Dragon 2],U,Unapproved screening result,airborne-avoidance,0,0,1,1,,245010140,,2,1,{},
4501151,[Dragon 2] Bullet,U,Unapproved screening result,airborne-avoidance;small-short-enemy-bullet,0,0,1,1,4501151,245010151,,2,1,{},
4501161,[Dragon 2] Bullet,U,Unapproved screening result,airborne-avoidance;small-short-enemy-bullet,0,0,1,1,4501161,245010161,,2,1,{},
4501201,[Dragon 2] Bullet,U,Unapproved screening result,airborne-avoidance,0,0,1,1,4501201,245010201,,2,1,{},
4501211,[Dragon 2] Bullet,U,Unapproved screening result,airborne-avoidance,0,0,1,1,4501211,245010211,,2,1,{},
4501223,[Dragon 2] Bullet,U,Unapproved screening result,airborne-avoidance,0,0,1,1,4501223,245010223,,2,1,{},
4501224,[Dragon 2] Bullet,U,Unapproved screening result,airborne-avoidance,0,0,1,1,4501224,245010224,,2,1,{},
4501231,[Dragon 2] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,1,4501231,245010231;245010230,,2,1,{},
4501241,[Dragon 2] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,1,4501241,245010241;245010240,,2,1,{},
4501250,[Dragon 2],U,Unapproved screening result,airborne-avoidance,0,0,1,1,,245010250,,2,1,{},
4501271,[Dragon 2] Bullet,U,Unapproved screening result,airborne-avoidance,0,0,1,1,4501271,245010271,,2,1,{},
4501281,[Dragon 2] Bullet,U,Unapproved screening result,airborne-avoidance,0,0,1,1,4501281,245010281,,2,1,{},
4501291,[Dragon 2] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,1,4501291,245010291;245010290,,2,1,{},
4501301,[Dragon 2] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,1,4501301,245010301;245010300,,2,1,{},
4501311,[Dragon 2] Bullet,U,Unapproved screening result,airborne-avoidance,0,0,1,1,4501311,245010311,,2,1,{},
4501331,[Dragon 2] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,1,4501331,245010331;245010330,,2,1,{},
4501341,[Dragon 2] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,1,4501341,245010341;245010340,,2,1,{},
4501911,[Dragon 2],U,Unapproved screening result,airborne-avoidance,0,0,1,1,,,,0,0,{},
4502140,[Dragon 3],U,Unapproved screening result,airborne-avoidance,0,0,1,1,,245020140,,6,5,{},
4502151,[Dragon 3] Bullet,U,Unapproved screening result,airborne-avoidance;small-short-enemy-bullet,0,0,1,1,4502151,245020151,,6,5,{},
4502161,[Dragon 3] Bullet,U,Unapproved screening result,airborne-avoidance;small-short-enemy-bullet,0,0,1,1,4502161,245020161,,6,5,{},
4502201,[Dragon 3] Bullet,U,Unapproved screening result,airborne-avoidance,0,0,1,1,4502201,245020201,,6,5,{},
4502211,[Dragon 3] Bullet,U,Unapproved screening result,airborne-avoidance,0,0,1,1,4502211,245020211,,6,5,{},
4502223,[Dragon 3] Bullet,U,Unapproved screening result,airborne-avoidance,0,0,1,1,4502223,245020223,,6,5,{},
4502224,[Dragon 3] Bullet,U,Unapproved screening result,airborne-avoidance,0,0,1,1,4502224,245020224,,6,5,{},
4502231,[Dragon 3] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,1,4502231,245020231;245020230,,6,5,{},
4502241,[Dragon 3] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,1,4502241,245020241;245020240,,6,5,{},
4502250,[Dragon 3],U,Unapproved screening result,airborne-avoidance,0,0,1,1,,245020250,,6,5,{},
4502271,[Dragon 3] Bullet,U,Unapproved screening result,airborne-avoidance,0,0,1,1,4502271,245020271,,6,5,{},
4502281,[Dragon 3] Bullet,U,Unapproved screening result,airborne-avoidance,0,0,1,1,4502281,245020281,,6,5,{},
4502291,[Dragon 3] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,1,4502291,245020291;245020290,,6,5,{},
4502301,[Dragon 3] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,1,4502301,245020301;245020300,,6,5,{},
4502311,[Dragon 3] Bullet,U,Unapproved screening result,airborne-avoidance,0,0,1,1,4502311,245020311,,6,5,{},
4502331,[Dragon 3] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,1,4502331,245020331;245020330,,6,5,{},
4502341,[Dragon 3] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,1,4502341,245020341;245020340,,6,5,{},
4502420,[Dragon 3] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,1,4502420,245020420,,6,5,{},
4502423,[Dragon 3] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,1,4502423,245020423;245020422;245020421;245020420,,6,5,{},
4502430,[Dragon 3] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,1,4502430,245020430,,6,5,{},
4502433,[Dragon 3] Bullet,U,Unapproved screening result,small-short-enemy-bullet,0,0,0,1,4502433,245020433;245020432;245020431;245020430,,6,5,{},
